,feature,label
922,"[-6.67804810e+02  4.87002602e+01 -2.85588473e-01  1.14931459e+01
 -7.61855662e-01  5.54807854e+00 -5.19911814e+00 -3.04956055e+00
 -9.89514828e+00  3.98856580e-01 -4.63419485e+00 -1.80003870e+00
 -6.01224518e+00  1.31182647e+00 -4.48010397e+00  1.96009493e+00
 -5.82021332e+00  2.71448493e-01 -4.65606499e+00 -1.39527828e-01
 -5.52300787e+00 -1.37336183e+00 -1.78529024e+00 -2.64775896e+00
 -4.57360697e+00 -1.08391896e-01 -3.89322114e+00 -2.00637937e+00
 -1.80892861e+00 -2.48021197e+00 -2.65659738e+00 -1.84092772e+00
 -2.07877135e+00 -3.65643406e+00 -2.73463845e+00 -2.70378017e+00
 -1.90018082e+00 -1.41696501e+00 -1.58842254e+00 -1.20744371e+00]",7.0
923,"[-6.4149048e+02  4.8805473e+01 -3.7875922e+00  1.3445629e+01
  2.2281835e+00  5.2520103e+00 -4.5945683e+00 -2.3402634e+00
 -9.0278034e+00 -2.4160972e+00 -2.5016501e+00 -2.0158205e+00
 -4.9503398e+00  2.0581834e+00 -4.8690763e+00  1.7061131e+00
 -5.6129427e+00 -1.0364965e+00 -2.1551740e+00  3.3917058e-01
 -3.8579490e+00 -1.5137515e+00 -2.5464964e+00 -8.7973499e-01
 -4.4350228e+00 -1.7713587e+00 -3.3292902e+00 -2.7307701e+00
 -9.9100751e-01 -6.7024082e-01 -8.3409733e-01 -1.0820063e-01
 -1.9658846e+00 -2.3451648e+00 -3.6965578e+00 -1.4733034e+00
 -2.4983461e+00 -1.4526670e+00 -6.2219495e-01 -1.4555901e+00]",4.0
924,"[-5.75838257e+02  5.66478310e+01 -8.65457630e+00  1.39566612e+01
  3.86175847e+00  3.67418647e+00 -1.08318300e+01 -7.16276884e+00
 -1.32865896e+01 -3.32502651e+00 -5.42300367e+00 -2.30036330e+00
 -4.21165323e+00  3.36167312e+00 -4.83810949e+00  3.21423006e+00
 -6.59997177e+00  2.80751020e-01 -2.84692049e+00 -2.35800362e+00
 -4.07154560e+00 -7.14990258e-01 -3.28443074e+00 -2.26228213e+00
 -3.48151422e+00 -1.94336534e+00 -1.75629258e+00 -1.52294242e+00
  1.01074345e-01  1.85817981e+00  2.86495948e+00  1.79963529e+00
  3.39904165e+00  2.30035114e+00  2.63209915e+00  3.90597677e+00
  2.81814122e+00  3.02698421e+00  2.30145049e+00  1.62666649e-01]",4.0
925,"[-5.7159949e+02  5.2092510e+01 -5.2516251e+00  1.1424728e+01
 -2.9099450e+00  1.9329317e+00 -7.5419016e+00 -2.7784979e+00
 -1.3322742e+01 -3.1824150e+00 -2.6960051e+00 -3.3116395e+00
 -5.5205688e+00 -8.2593238e-01 -3.1569598e+00  1.3662395e+00
 -6.7406707e+00 -8.0840617e-01 -5.3867321e+00 -3.5303559e+00
 -5.1059422e+00 -3.0067284e+00 -4.4333811e+00 -4.3764987e+00
 -1.7997828e+00 -2.4568961e+00 -5.1960945e+00 -1.7909415e+00
 -3.8324099e+00 -2.1629658e+00 -2.9103674e-02 -5.6160939e-01
 -2.6396000e-01 -1.1279671e+00 -8.4474307e-01  6.3767350e-01
  1.7125769e+00  1.6774012e+00  1.3913177e+00  2.0421593e+00]",7.0
926,"[-6.5573706e+02  8.0209473e+01 -1.0497174e+01  2.7894535e+01
  6.9883113e+00  7.5572138e+00 -8.0998487e+00 -2.3078263e+00
 -2.3662305e+00  8.2219677e+00 -4.6385088e+00  6.3002863e+00
  2.7851946e+00 -2.2150576e+00 -6.9608372e-01  8.1460485e+00
 -5.2213941e+00  5.7181172e+00  3.0385482e-01 -1.7780805e+00
 -2.8750098e+00  1.7169352e-01 -8.6604744e-01  5.4549259e-01
 -3.8957181e+00  5.1253753e+00 -2.7457724e+00  2.7901051e+00
 -3.2532129e+00 -1.6431329e+00 -6.7033094e-01  2.9435794e+00
  1.0484372e+00 -6.4826465e-01 -6.6589725e-01 -3.7180536e+00
 -1.9295901e+00 -4.1324985e-01  1.7107103e+00 -7.3089814e-01]",3.0
927,"[-6.7233899e+02  6.3822327e+01 -9.5570164e+00  1.3689834e+01
  5.0227523e+00  3.8323128e+00 -6.7968760e+00 -1.4105160e+00
 -1.0766394e+01  4.5285015e+00 -4.9613610e-01 -1.4626288e+00
  3.7732081e+00  2.0196293e-01 -5.9186769e+00  4.7398648e+00
 -6.2881966e+00  3.5971135e-01  1.1862080e+00 -2.7303681e+00
 -1.7475126e+00 -6.1160934e-01 -1.6084729e+00  6.7265385e-01
 -2.6596397e-02 -1.2420481e+00  1.6814389e+00 -6.2488991e-01
 -3.7638569e-01  1.8914353e+00 -7.8767097e-01 -5.6726620e-02
 -3.5639048e-01  1.8182400e-01 -4.5044550e-01  1.4770302e+00
 -1.8853368e+00 -9.4896227e-01 -2.0896287e+00 -2.3679607e+00]",3.0
928,"[-6.6103448e+02  8.0882660e+01 -8.4025946e+00  1.5108226e+01
  1.7106875e+00  6.4951158e+00 -1.5288201e+01 -1.3316478e+00
 -8.2293434e+00 -3.6281385e+00 -2.4856567e+00 -2.2478211e+00
 -6.5480204e+00  1.1891764e+00 -8.6947527e+00 -3.3914676e-01
 -6.1660480e+00  2.8028837e-01 -4.6086512e+00 -3.9059649e+00
 -3.5293465e+00 -3.1523359e+00 -3.2213037e+00 -2.1793458e+00
 -4.0716515e+00 -1.4999709e+00 -3.4136174e+00 -5.0326085e-01
 -1.9589310e+00 -7.5299644e-01 -1.4233097e+00 -3.0582578e+00
 -2.2666802e+00 -2.1253505e+00 -4.7868216e-01 -1.0631464e+00
 -3.3251588e+00 -3.6685443e+00 -2.1857874e+00 -1.4672421e+00]",4.0
929,"[-6.1716931e+02  6.3171852e+01  8.3862829e+00  2.0710972e+01
  8.1523752e+00  8.7156315e+00  2.3662848e+00  4.3428850e+00
 -4.5945535e+00  6.3466544e+00 -2.1042018e+00  1.7152649e+00
  3.0997999e+00  4.3597255e+00 -4.1381501e-02  1.8458545e+00
  4.5124084e-01  1.2719778e+00  1.3406225e-01  1.7909477e+00
 -1.2851980e+00  6.8185472e-01 -3.4469125e-01 -5.0524332e-02
 -4.8068952e-02  1.4309317e+00 -6.1632127e-01  8.7770069e-01
 -5.6058025e-01  4.0789595e-01  5.6723028e-01  1.3083099e+00
  6.9351465e-01  1.2143083e+00  7.8859288e-01  8.9510119e-01
  1.1729701e+00  5.3909993e-01  6.6991371e-01  3.6964449e-01]",7.0
930,"[-6.1162463e+02  7.2139328e+01 -6.9007163e+00  1.6139009e+01
  7.5082188e+00  8.5209789e+00  5.5096979e+00 -3.0918534e+00
 -1.0954856e+01  7.9322939e+00  1.7423027e+00  3.1579986e+00
  3.7463806e+00  3.2578363e+00 -1.6014781e+00  2.9632475e+00
  1.2342694e+00  5.0095987e-01 -1.8837233e+00 -2.8237408e-02
 -2.7514703e+00  2.5352380e+00 -1.9601170e+00  1.8304695e+00
 -1.9646336e-01  2.7420969e+00 -6.4682388e-01  2.0224094e+00
 -3.0127449e+00 -2.5690243e+00 -1.4837545e+00 -2.0742625e-01
  4.1866139e-01  7.7775681e-01 -8.8922954e-01 -1.9245961e+00
  1.7854666e+00  9.9096662e-01 -5.6950295e-01 -1.3407021e+00]",4.0
931,"[-5.83570068e+02  7.00180206e+01 -9.94924545e+00  1.63741035e+01
  6.20374456e-02 -1.02560446e-01 -1.30876408e+01 -5.68251514e+00
 -1.25050974e+01  6.75844431e-01 -4.35590076e+00 -3.45660615e+00
 -7.47122002e+00 -3.15454888e+00 -5.47917128e+00 -7.98249722e-01
 -4.92435360e+00 -6.48590863e-01 -5.27491140e+00 -2.46579432e+00
 -5.61980057e+00 -3.86651897e+00 -3.81106734e+00 -3.94794416e+00
 -3.65386677e+00 -2.52845836e+00 -3.61048079e+00  3.22951287e-01
 -3.56301165e+00  3.09904188e-01 -1.91127062e+00 -5.64763844e-01
 -2.88944459e+00  2.41288245e-01 -2.25630236e+00 -1.77556348e+00
 -3.22147250e+00 -3.82426357e+00 -4.40755892e+00 -3.63457465e+00]",7.0
932,"[-5.3553448e+02  6.1499763e+01 -1.8076273e+01  1.6757854e+01
  3.9370046e+00  7.4264259e+00 -1.8392751e+00 -1.0130285e+01
 -1.2829909e+01  8.0292683e+00  1.2239629e+00 -1.6657940e+00
  5.5562320e+00  2.6944401e+00  1.4498031e-01  8.0785303e+00
 -3.4709764e-01 -4.4026986e-01 -2.9786417e-01  1.0478576e+00
 -1.3464307e+00  2.8957942e+00 -1.5361706e+00  3.1246471e+00
  2.7219393e+00  2.1669390e+00  1.2462131e+00  2.1292558e+00
 -1.1486988e+00 -6.1580980e-01  8.9021586e-03  2.2164932e-01
  2.2036946e+00  1.5248328e+00 -1.0218557e+00 -1.5946147e+00
  2.3855333e+00 -7.5034961e-02 -8.9766389e-01 -1.1948276e+00]",4.0
933,"[-4.4875146e+02  5.6629780e+01 -1.7911781e+01  1.0374140e+01
 -1.6417654e+01  2.4530535e+00 -2.0552382e+01 -3.0387149e+00
 -1.4999928e+01 -3.9648013e+00 -9.4243364e+00  3.3438349e-01
 -9.7923985e+00 -4.8312035e+00 -3.8535960e+00 -4.5917068e+00
 -8.9253387e+00 -2.8095729e+00 -4.7044463e+00 -5.8275132e+00
 -6.8741417e+00 -7.5075979e+00 -6.5358233e+00 -4.8235741e+00
 -6.9974923e+00 -4.8340058e-01 -1.7921369e+00  1.6571248e-01
  2.0189312e-01  3.4015498e+00  7.3055035e-01  7.2391488e-02
 -1.1061391e-01  2.0332355e+00  1.0394765e+00  2.2679505e+00
 -1.4694114e+00 -1.8809202e+00 -1.8913195e+00 -7.9115921e-01]",7.0
934,"[-4.2734668e+02  5.7617004e+01 -1.5854183e+01  1.2246934e+01
  5.6243765e-01  4.0506411e+00 -1.6999079e+01 -1.0930441e+01
 -1.7173233e+01 -8.2708139e+00 -6.0825429e+00 -6.7104340e+00
 -7.4544954e+00 -8.1828606e-01 -8.7757168e+00  3.3515232e+00
 -2.1876450e+00 -9.4793612e-01  2.8466401e-01  1.5144747e+00
 -4.6596918e+00 -5.4402632e-01  3.4034088e-01 -2.4005685e+00
 -5.0252757e+00  2.6483674e+00 -1.1227167e+00  1.6277561e+00
  2.8142366e+00  2.8400280e+00  3.6936514e+00  2.5993986e+00
  3.7983813e+00  6.4364529e+00  7.3418555e+00  6.7684498e+00
  7.8622427e+00  5.1507030e+00  4.0970955e+00  3.3096175e+00]",4.0
935,"[-5.45615601e+02  4.30939674e+01  5.88069296e+00  1.40298195e+01
  7.23602653e-01  1.03399296e+01 -5.81695843e+00 -1.99312055e+00
 -8.90737057e+00  8.46349430e+00 -5.67438030e+00  2.07294859e-02
  6.82985485e-01 -5.48804820e-01 -1.28320801e+00  2.50570148e-01
 -2.70925212e+00 -1.69127071e+00 -1.25723982e+00 -7.89992511e-01
 -4.90152216e+00  1.46175337e+00 -3.30385995e+00  1.59651712e-01
  4.05808650e-02  3.54642057e+00  3.85426545e+00  4.43973827e+00
  2.72883177e+00  3.70465612e+00  3.02748799e+00  2.63049388e+00
  2.82117915e+00  2.69661784e+00  6.30957365e-01  1.30228782e+00
  1.88374567e+00  1.13962662e+00  2.56964445e-01  1.75607696e-01]",7.0
936,"[-5.3209399e+02  3.9396137e+01 -1.1180538e+01  3.7542524e+00
 -1.1454758e+01  4.9409537e+00 -2.0000477e+01 -4.1150780e+00
 -1.2585122e+01 -2.6733003e+00 -4.2981677e+00 -5.2050982e+00
 -4.5164375e+00 -3.2607472e+00 -8.9823751e+00  9.0828747e-01
 -9.8051872e+00  4.5751011e-01 -6.9846064e-01 -1.3707765e+00
 -2.5883412e+00 -5.5653077e-01 -2.7530468e+00 -3.5881680e-01
 -2.2885869e+00  3.7233653e+00  2.8138933e+00  6.2483644e+00
  6.2975888e+00  5.9679832e+00  2.8995500e+00  5.6442088e-01
  2.3541600e-01  1.5315336e-01  2.6170354e+00  4.2662191e+00
  1.6030154e+00 -2.2604381e-01 -4.1613719e-01  7.9430409e-02]",3.0
937,"[-4.93380341e+02  7.01501694e+01 -2.44816666e+01  1.50982485e+01
  1.28703904e+00 -1.22641745e+01 -1.57292471e+01 -6.69455624e+00
 -1.58616905e+01  6.87594557e+00 -1.34867430e+01  2.00965047e+00
 -2.42006493e+00 -1.43949080e+00 -7.64388990e+00  6.33243978e-01
 -1.13088236e+01  8.49825978e-01 -4.11214685e+00 -4.44625998e+00
 -6.50099039e+00 -1.54342902e+00 -2.29186511e+00 -1.79405761e+00
  1.35719916e-02  3.25060201e+00 -1.18936205e+00  3.29428864e+00
  1.77498722e+00  3.51213908e+00  5.20945024e+00  1.00782595e+01
  9.38521385e+00  9.53244495e+00  6.01128101e+00  1.91605365e+00
  1.96202528e+00  3.83446503e+00  6.46208382e+00  4.52731419e+00]",3.0
938,"[-4.59837524e+02  1.54317846e+01 -5.57672157e+01 -4.03508186e-01
 -1.29397516e+01 -1.86881828e+01 -2.24802551e+01 -1.01303520e+01
 -1.69660130e+01  7.03181362e+00 -1.42407827e+01  9.96469307e+00
  1.24535856e+01  1.95430946e+01  7.91927290e+00 -2.13918829e+00
 -5.79062462e+00  2.07212567e-01 -1.52248967e+00  9.79930341e-01
  3.50838566e+00 -1.34243822e+00 -7.44260848e-02  5.68820763e+00
  5.43851519e+00  9.08662558e-01 -1.19758606e-01  5.41407681e+00
 -6.18274570e-01 -8.02423120e-01 -1.69879210e+00  4.98240232e+00
  5.28042030e+00  4.01976871e+00  3.33839250e+00  4.03399658e+00
  6.92121312e-02  3.61058140e+00  7.63172245e+00  2.09068108e+00]",3.0
939,"[-5.48276367e+02  4.53933525e+01 -2.32895603e+01  7.65074158e+00
 -5.43292284e+00 -7.07000637e+00 -9.91644669e+00 -9.20949841e+00
 -1.32566137e+01  4.01899052e+00 -1.28065500e+01  7.08484501e-02
 -1.06978235e+01 -3.28594351e+00 -3.16839099e+00 -7.02206516e+00
 -9.20962143e+00 -3.58075649e-01 -6.73185062e+00 -2.62904096e+00
 -1.80925906e-01  3.32928514e+00  3.89435244e+00  8.51531315e+00
  8.68621731e+00  8.13960457e+00  7.15737963e+00  4.50400209e+00
  3.77943206e+00  3.65312576e+00  2.34965992e+00  1.33770323e+00
  2.07046056e+00  2.56501341e+00  1.22716212e+00  1.17888436e-01
 -1.10765353e-01  1.58633482e+00  3.33535492e-01 -1.04310417e+00]",3.0
940,"[-5.50249023e+02  4.13400612e+01 -3.61803722e+00  8.80549908e+00
 -7.26450109e+00 -9.01418781e+00 -1.33783140e+01 -5.13613462e+00
 -1.16071672e+01  1.99713767e+00 -1.17168570e+01 -2.33288598e+00
 -3.96910882e+00 -3.94859958e+00 -6.01966238e+00 -5.25972128e+00
 -4.47539139e+00 -2.97223759e+00 -6.43078947e+00 -2.73311448e+00
 -5.42620420e+00 -4.08552647e+00 -4.28079939e+00 -1.68129253e+00
 -4.61723614e+00 -1.64468467e+00  1.11270035e-02  2.04174638e+00
  3.99636507e+00  4.73276615e+00  4.37021494e+00  4.74638414e+00
  1.49483275e+00  1.29998648e+00  1.48884118e+00  3.50596189e+00
  2.61083007e+00  2.39696336e+00  6.71433151e-01 -1.19738005e-01]",7.0
941,"[-6.6502185e+02  4.7355675e+01 -9.6514435e+00  7.4713683e+00
 -9.4424257e+00 -1.7375534e+00 -1.3899942e+01 -1.1889681e+01
 -1.2984593e+01 -2.4769521e+00 -1.0371134e+01 -2.2418189e+00
 -1.0893900e+01 -1.2532949e-02 -7.5623198e+00 -6.7019758e+00
 -3.8605886e+00 -3.1659839e+00 -7.7080970e+00 -2.4235754e+00
 -3.8536325e+00 -4.8008375e+00 -1.9611712e+00  1.7432175e+00
  3.7393837e+00  1.6791503e+00  4.0453544e+00  2.0142822e+00
  3.1585908e+00  3.6975358e+00  2.7532234e+00  4.2688498e+00
  1.4911891e+00  3.8060975e-01 -1.5491873e+00  4.6553516e-01
 -1.1129103e+00 -1.6700556e+00 -1.7662671e+00 -1.0884460e+00]",4.0
942,"[-5.6083710e+02  5.0168743e+01 -1.9705780e+01  4.8572059e+00
 -1.4152936e+01 -1.8064129e+00 -1.4607023e+01 -1.0531888e+01
 -8.8308258e+00  1.8422843e+00 -1.0997461e+01  3.0246692e+00
 -1.1034261e+01  1.7361635e-01 -5.5444832e+00 -4.5315919e+00
 -1.2183667e+00 -4.2262306e+00 -7.4396749e+00 -2.9180937e+00
 -4.9727035e+00 -4.2420816e+00 -4.3650479e+00 -2.1686330e+00
 -3.9504337e+00 -1.6255784e-01  2.6960785e+00  3.3573296e+00
  4.2287312e+00  5.6125135e+00  6.0083599e+00  8.0706978e+00
  5.1620927e+00  4.5222259e+00  2.3423297e+00  9.2305779e-01
  1.3694838e+00  1.2168537e+00  7.6693130e-01  4.7921306e-01]",7.0
943,"[-6.26193237e+02  5.43418083e+01 -4.43318987e+00  1.20076704e+01
 -5.76055384e+00 -9.92128468e+00 -2.16222591e+01 -9.59382629e+00
 -1.36438589e+01  7.99368918e-01 -1.47616749e+01 -4.46500635e+00
 -2.77281737e+00 -7.39498568e+00 -7.43770456e+00 -5.07446671e+00
 -1.03540649e+01 -3.78002310e+00 -9.35256195e+00 -5.40894508e+00
 -2.88274145e+00 -7.15615571e-01 -2.18339011e-01  3.59442067e+00
  2.99764752e+00  3.68540716e+00  2.59418726e+00  2.32591796e+00
  2.74042892e+00  5.12442970e+00  2.78303409e+00  3.18420410e+00
  8.15966308e-01 -7.51126468e-01 -8.52334142e-01  1.56636381e+00
  9.49588418e-01  1.06765196e-01 -6.03645802e-01 -5.65480292e-01]",4.0
944,"[-6.46931458e+02  6.13770790e+01 -1.69887753e+01  1.25550327e+01
 -1.30931978e+01  3.08264589e+00 -1.12793045e+01 -1.05405293e+01
 -9.11319447e+00  2.36907482e+00 -8.40816402e+00 -1.00001705e+00
 -9.22010326e+00  2.70727605e-01 -4.86918402e+00 -3.79803777e+00
 -4.46553564e+00 -2.55150390e+00 -6.21936131e+00 -2.61081219e+00
 -3.21510696e+00 -4.51174355e+00 -6.14019632e+00 -2.66388440e+00
 -3.46774769e+00 -2.80649352e+00 -8.82521510e-01 -1.55589688e+00
  2.07795405e+00  1.01442814e+00 -2.26661637e-01  1.81612670e+00
  2.45244756e-01  2.19874573e+00  2.46553540e+00  2.61750817e+00
  1.77423739e+00  9.30600882e-01  7.47459829e-01  1.49826682e+00]",7.0
945,"[-6.7553680e+02  4.8541580e+01 -3.6936946e+00  1.5501360e+01
 -7.3720813e+00 -1.3668715e+00 -1.4761903e+01 -5.5792499e+00
 -5.1425862e+00 -1.4916270e+00 -1.0421262e+01 -1.1904088e+00
 -2.4406850e+00 -4.3002086e+00 -3.9747829e+00 -3.0073524e+00
 -5.4997463e+00 -2.0111129e-01 -6.0160975e+00 -2.4451277e+00
 -3.6998529e+00 -3.5710323e+00 -3.4038451e+00 -5.4004292e+00
 -3.4252830e+00 -1.1157169e+00  1.6847723e+00  2.4388466e+00
  2.6095846e+00  1.8046720e+00 -5.6311899e-01  1.7062917e+00
  3.0132739e-02  1.0939116e+00  2.1671617e-01  1.6084243e+00
 -1.3386931e+00  1.9250290e-01 -7.3167884e-01  1.5019512e+00]",4.0
946,"[-6.0877832e+02  5.9247196e+01 -6.2086473e+00  1.0505939e+01
 -1.0760311e+01  2.2875397e+00 -1.4015710e+01 -9.0755806e+00
 -8.4494896e+00  4.0145493e+00 -1.0895446e+01 -3.1312549e+00
 -2.4319861e+00 -2.0447366e+00 -5.5940342e+00 -2.8888288e+00
 -7.2098470e+00 -3.2644472e+00 -5.7592192e+00 -1.1753070e+00
 -3.4724474e+00 -3.0474014e+00 -3.8856900e+00 -4.2282453e+00
 -4.7446380e+00 -1.8498931e+00 -2.4895921e+00 -1.2044768e+00
 -2.1442635e+00 -2.0335042e+00 -1.9720116e+00 -5.1325355e-02
 -1.0020535e+00 -1.9080272e-01  2.0586699e-01  2.3530340e+00
  3.4592614e+00  3.2422516e+00  2.0717213e+00  2.5251863e+00]",7.0
947,"[-6.7875073e+02  5.6430805e+01 -1.3512956e+01  1.0844295e+01
 -9.5355597e+00 -1.1808747e+00 -9.8720837e+00 -7.7446790e+00
 -8.8110371e+00 -1.5615957e+00 -7.1141667e+00 -3.6020343e+00
 -6.6532955e+00  2.7919209e+00 -7.2154365e+00 -2.0182893e+00
 -5.4650536e+00 -1.7171910e+00 -5.6758766e+00 -2.3864243e+00
 -2.3022108e+00 -2.5707324e+00 -2.3864408e+00  6.5324062e-01
  1.2223816e+00 -3.5118508e-01  1.9765828e+00  1.4421437e+00
  3.6123548e+00  3.5245788e+00  4.1804800e+00  7.9317560e+00
  8.5057220e+00  7.1458974e+00  6.0462432e+00  3.5676541e+00
 -3.0819914e-01 -5.1685840e-02 -2.2015767e-01  2.6660699e-01]",4.0
948,"[-6.0663495e+02  6.1005787e+01 -2.4945133e+01  1.3234665e+01
 -5.2957873e+00 -4.0917835e+00 -7.1119413e+00 -8.9661617e+00
 -1.0679789e+01  3.2566338e+00 -9.2030802e+00  2.0934234e+00
 -1.2159754e+01 -1.3570200e+00 -2.1365981e+00 -7.0995049e+00
 -7.9538422e+00 -1.0353615e+00 -5.4833565e+00 -2.3633454e+00
 -6.7037866e-02  1.9169066e+00 -7.6346779e-01  2.3355818e+00
 -1.1653621e+00  1.8521677e+00  1.1623726e-01  2.2247031e+00
  2.6730857e+00  6.5568910e+00  5.6866255e+00  7.0735731e+00
  7.0054903e+00  8.7242622e+00  6.4022093e+00  3.7484136e+00
  9.1294241e-01  3.7932271e-01  9.2192918e-01  1.5571954e+00]",3.0
949,"[-616.97736      65.10607     -44.34996      19.407906     -2.1089106
  -20.398224    -19.42663     -10.607098     -6.79496       2.8404205
  -16.05751      -1.8887569    -4.24432      -3.421523     -2.868807
   -6.5551424    -7.302867     -1.6429557    -5.4940534    -4.9787946
    3.4747605    -0.8501308    -0.73967665    1.0082142    -1.3642794
    1.1662884     2.4431524     4.83477       6.0525956     8.34052
    7.597275      9.290238      4.996811      6.422712      6.784994
    4.3680887     2.4479263     3.6687396     6.1955395     5.0157638 ]",3.0
950,"[-5.7441425e+02  4.8311089e+01 -1.2987379e+01  4.3257604e+00
 -1.0360049e+01 -3.8786821e+00 -1.6787575e+01 -8.7892115e-01
 -1.4461285e+01 -1.1372299e+00 -3.0720446e+00 -9.7513819e+00
 -4.4414878e+00 -3.9740915e+00 -4.2906847e+00 -2.7532527e+00
 -7.7603178e+00 -6.3207108e-01 -7.1151347e+00 -4.5323024e+00
 -4.9506068e+00 -3.5212104e+00 -5.7981949e+00 -2.4303031e+00
 -4.4907746e+00 -1.6665815e+00 -3.9469638e+00 -3.4137404e-01
 -2.9115973e-02  9.3594074e-01  7.9270780e-01  1.4795854e+00
 -2.1533033e-02  3.2126701e-01  1.1637055e+00  1.4347501e+00
  2.8551264e+00  4.5423069e+00  4.0519018e+00  3.4824483e+00]",7.0
951,"[-6.2963934e+02  5.2968288e+01 -1.4413873e+01  5.9671955e+00
 -2.1753469e+00 -2.4328716e+00 -1.4449764e+01 -5.4951653e+00
 -1.7531713e+01  2.0621786e+00 -7.2385283e+00 -5.7981281e+00
 -4.1077428e+00 -1.5478383e+00 -1.1596221e+00 -3.6176348e+00
 -8.2139835e+00 -1.0048934e+00 -6.2499037e+00 -2.5825181e+00
 -5.0509429e+00 -1.9599208e+00 -5.5188155e+00 -7.0413578e-01
 -4.0959711e+00 -7.0395756e-01 -1.8130929e+00  8.7708223e-01
  3.0532362e+00  4.8599076e+00  4.3199177e+00  3.8171721e+00
  3.8738797e+00  3.6167579e+00  6.2285361e+00  7.1469216e+00
  8.5172644e+00  6.3228302e+00  1.0824852e+00 -5.1067775e-01]",4.0
952,"[-6.31986267e+02  4.87928352e+01 -1.29244518e+01  3.83271790e+00
 -4.01597071e+00  1.64737284e+00 -1.49823608e+01 -1.26646061e+01
 -1.67466660e+01  5.21766138e+00 -6.06750107e+00 -6.08405495e+00
 -4.27606964e+00 -7.64556885e-01 -6.25439548e+00 -4.98005962e+00
 -4.28770590e+00 -2.30968308e+00 -5.65693808e+00 -2.75874877e+00
 -3.79175448e+00 -2.27376080e+00 -5.92543173e+00 -1.97603750e+00
 -5.92578888e+00 -7.52654254e-01  9.02322214e-03  3.57853341e+00
  4.04152155e+00  5.13065147e+00  1.77652192e+00  5.02797246e-01
 -1.01889856e-01  5.53612185e+00  8.52356625e+00  9.67408180e+00
  8.37356853e+00  5.96492720e+00  8.73052537e-01  1.65492570e+00]",4.0
953,"[-5.9738995e+02  5.4637836e+01 -1.7408426e+01  5.7596631e+00
 -3.4080348e+00 -1.7882013e+00 -1.4780029e+01 -7.4197888e+00
 -1.5846256e+01  4.2876101e+00 -6.1068087e+00 -7.3193374e+00
 -9.3249172e-01 -5.1092525e+00 -1.9644169e+00 -4.4609714e+00
 -9.0755615e+00  8.8766076e-02 -5.8616452e+00 -3.3134854e+00
 -4.2301822e+00 -2.4570177e+00 -4.6625714e+00 -1.1133798e+00
 -4.6914020e+00 -2.3612952e+00 -5.0859890e+00 -1.2378179e+00
 -1.2120026e+00 -5.8915067e-01 -1.7425041e-01 -1.2346872e+00
 -2.5255439e+00 -7.2021025e-01  1.4047015e+00  2.3883760e+00
  4.9338450e+00  6.5982800e+00  6.0368285e+00  8.7300692e+00]",7.0
954,"[-4.2837671e+02  3.2457882e+01 -2.2672781e+01  6.5202289e+00
 -1.4671044e+01 -8.8601379e+00 -8.2752151e+00 -1.0261188e+01
 -1.5455084e+01  6.7377901e+00 -1.1681846e+01 -2.1641681e+00
 -3.9224885e+00 -5.1720037e+00 -5.3338304e+00 -2.3027146e+00
  2.0665822e+00  1.7371297e+00 -2.2328722e+00  2.9353902e+00
  1.5835513e+00  3.0473435e+00  3.9888780e+00  2.9884381e+00
 -7.5036931e-01  2.9011095e+00  3.7393108e-01  1.6739222e+00
 -2.5012267e+00  3.1487498e-01  1.7989949e+00  7.1316677e-01
 -5.8343410e-01 -1.5242853e+00 -1.3264234e+00  1.9249059e+00
  9.2736560e-01  1.2596105e+00  1.0109662e+00  1.1769822e+00]",5.0
955,"[-5.2091101e+02  2.5860619e+01 -3.6783203e+01  4.1858563e+00
 -1.9602089e+01 -8.5163202e+00 -1.2693699e+01 -1.1842740e+01
 -1.0324962e+01  3.5650802e-01 -1.3145701e+01 -2.6307328e+00
 -8.7364912e+00  5.4196734e+00 -1.4332331e+00  7.7819266e+00
  1.0488959e+01  1.1883616e+01  4.1967087e+00  2.5333118e+00
 -3.1622014e+00 -5.2098260e+00 -2.5944140e+00  2.5756785e-01
 -3.0830638e+00 -6.5240211e+00 -2.6840501e+00 -2.3702862e+00
  7.1157295e-01 -2.1768012e+00 -6.5226877e-01  4.0396571e+00
  5.3630514e+00  2.7915442e+00  1.1013118e+00  1.5473788e+00
 -1.1114587e+00 -1.0924766e+00 -1.6022471e+00  1.4047458e+00]",6.0
956,"[-4.7079959e+02  3.7357327e+01 -2.8355911e+01  6.9931607e+00
 -1.8857615e+01 -3.4869816e+00 -3.3218677e+00 -9.4815845e+00
 -7.1660199e+00 -1.9109638e+00 -6.2333102e+00  3.2058409e-01
 -1.0317796e+01  2.0688229e+00 -6.8497405e+00 -1.9927181e+00
 -2.0909376e+00  1.7968619e+00 -6.2238151e-01  3.2397113e+00
  5.6752551e-02  3.6584103e-01  1.5600057e-01  1.9063919e+00
  2.7402015e+00  2.7878554e+00  2.8918409e+00  1.7626847e-01
  1.2436218e+00  1.2649280e+00  4.1947609e-01  1.0427058e+00
 -1.2692260e+00 -4.8177272e-01  2.1360872e+00  1.3124555e+00
  6.8512326e-01  7.4938685e-01 -1.8236595e-01  7.7965724e-01]",5.0
